,sentiment,content,polarity
23789,neutral,simonsydney Still will buy the DVD Should be seeing Star Trek with Paul next weekend,neutral
23790,love,dda oh look traditional Chinese its so charming   I love the  miss those shutters on the doors,positive
23791,sadness,alyankovic Oh I ate pizza last night too  I stupidly feel closer to you somehow,negative
23792,happiness,donnyeffrien good to know PLNs Earthday doesnt only happen in my neck of the woods,positive
23793,surprise,mmmj Youre watching Firepro0f,positive
23794,love,jessizakool lol our whole convo just consists of i miss you and i love you gotta love us,positive
23795,empty,palinn So Palin got the new haircut,neutral
23796,neutral,jamesshore KentBeck sounds like a challenge then  I can see it would be useful to be able explicitly  schedule threads,neutral
23797,neutral,faithjuliana where  U magazine,neutral
23798,neutral,1Cor16_13 Awe THX so much Neither of need 2b sick on Friday  Do u have any prayer requests,neutral
23799,neutral,doubleuefwhy Welcome back,neutral
23800,love,Rawrrgasmic I must agree I do like blackberries,positive
23801,surprise,Sir_Almo shocking isnt it hmm we will stop it,positive
23802,neutral,dcmjlive none at the moment i used to root for adam but there are some issues with his quotFeeling Goodquot version with Muse fans like moi,neutral
23803,happiness,thebraysmommy thx Hoping its a good week,positive
23804,happiness,crazy_people sure is,positive
23805,neutral,Sunshine is back having a hair day  new due,neutral
23806,surprise,My new design portfolio is finally on the web httpwwwdesignianl  Still needs some tweaking on the details but its ok for now,positive
23807,happiness,excited to jam  and auditions,positive
23808,fun,Just sat down to play a quick hand of poker and won 5k on my first hand with a flush Im done for today,positive
23809,sadness,im watching missing pieces just coz the theme song is lost without you,negative
23810,empty,Kaelex youre back,neutral
23811,happiness,YousifMind good morning  3asa mo bs important classes  p,positive
23812,happiness,get my wii fit in couple of hours,positive
23813,happiness,woo just made this follow me,positive
23814,worry,RiceRabbit Baking WIN Thanks for that,negative
23815,love,talking to jessica about her one true love she thinks this could be the real deal  lol also i am thinking what i should do about my prob,positive
23816,happiness,CyberSleeper Awww man that does suck big time  But look at it this way it gives you something to look forward too a nice long ride,positive
23817,empty,theodorag Yep Its just quarter til 4 now  Im going to try to sleep now that my headache is subsiding Take it easy Teddy,neutral
23818,neutral,RyanRotten This early in the morning they probably wont even need much makeup,neutral
23819,fun,JohnLauber RealtyMan no one told me the mutual admiration society was meeting this morning LOL  Hi boys,positive
23820,happiness,Flickr pics Chester Zoo danwtmoon posted a photo   quotWELCOMEquot to Chester Zoo by Jockey  httptinyurlcomcq7qw8,positive
23821,fun,cheryl_ann_cole beccixboo i thinks thats right lol please follow me much appreciated,positive
23822,love,TheLonely How lovely,positive
23823,worry,just finished Wander Girl for the nth time Hilda Gallares is truly a kindred soul,negative
23824,neutral,arviena hahahacome be a judge need your brutal honesty,neutral
23825,happiness,In the arts having coffee and cake,positive
23826,neutral,loisheilig I always told my kids that I see and hear everything so mind your manors so I guess that proved it to him,neutral
23827,worry,mccy you do realize tom fletcher from mcfly JUST posted basically the same thing TWINS,negative
23828,happiness,Digging the ideas behind railsbridge httprailsbridgeorg,positive
23829,happiness,WOOOOO Twitterberry is working again Good morning everyone,positive
23830,anger,stevebiddle I used to be  but that was a while ago now  your argument is pretty sound for a trolley pusher,negative
23831,happiness,off to get ready for school have an absolute wonderful day,positive
23832,neutral,joonian Press Ctrl on bottom right Its there  KY,neutral
23833,neutral,Updating to the latest version of Adium now What a great app,neutral
23834,relief,Birthday Girl   blessed to live another year amp celebrate with loved ones,positive
23835,happiness,Happy Star Wars Day,positive
23836,neutral,Just back from dancing Ahh ballet was SO hard my legs ache And we were so high in jazz and contemporary 3 hours of hilariousness,neutral
23837,neutral,A bit early to confirm a trend but daily site signups are still on the rise,neutral
23838,fun,Kicking Back In The Holidays  No More School for a whiles,positive
23839,relief,My new design portfolio is finally online httpwwwdesignianl  Still needs some tweaking on the details but its ok for now,positive
23840,love,heyya people,positive
23841,neutral,ashhh_x Who Else do you Loveee,neutral
23842,happiness,Happy Star Wars Day May The 4th Be With You,positive
23843,surprise,rayvenn_nicolee hahanot quite as good a Super Tedbut good none the less  haha xx,positive
23844,neutral,i just dyed my hair,neutral
23845,love,jesseroni thanx,positive
23846,neutral,munkeypunx hav a pork scratching,neutral
23847,neutral,Good Morning,neutral
23848,neutral,mcaulay See you in 10,neutral
23849,hate,iaingilmour I queue for cake standing up and with a slight look of deranged anticipation on my face,negative
23850,worry,Thank you all so much Hopefully everything will be okay  Tons of kisses to all of you  httptinyurlcomdxa8xg,negative
23851,happiness,Darke_Ascension Hope its a great one for ya  httpmylocmetvD,positive
23852,enthusiasm,Trackflashback quotI Believe In A Thing Called Lovequot by The Darkness  check it out,positive
23853,happiness,happy_pills we have a punching bag here but ive never touched it covered with my brothers sweat but u can use it if u want hehe,positive
23854,sadness,bhuto given the way kunal khemu etc starrers turn outthere is a high probability of it being shit rather than niche,negative
23855,neutral,it was t4 i think hannah  xx,neutral
23856,neutral,wyclef thats a good sentence,neutral
23857,worry,FRUITofDOOM Not sure if this is good or bad news for you but you are listed as staff httpwwwthesixthaxiscomstaff,negative
23858,happiness,Good morning  Just took the longest shower ive ever taken in my life Like 45 to 50 min shower Woah lol,positive
23859,neutral,guess Ill start getting some of my camping and fishing stuff together for Wed amp Thurs trip to Braunig Lake,neutral
23860,neutral,JackJohnstone tomorrow night would definitely work,neutral
23861,neutral,FOOLYWANG I hope so too  How are you,neutral
23862,worry,MacQuid Youre a fine looking set of neighbours I must say Lots of compliments have been showered upon your header graphic too,negative
23863,happiness,your saaaaafe with mee8 fucking epic times again last night  old friends and new friendships good way to kick off this month,positive
23864,surprise,Wolverine Was BOSS Seriously And WillIAm Was In It What The Fuck ,positive
23865,happiness,yeaaaah tangerang in vacation,positive
23866,love,RosieCooper We said anyone could quotwrite onequotthose special 10 selected are  of course  chosen because they are OUTSTANDING,positive
23867,love,Love the idea of giving each year a theme This is the year of new beginnings,positive
23868,relief,Is on her way home bk to civilisation Got my ipod bak  carnt wait for home x,positive
23869,neutral,PhotosbyLee How was your chicken and chips,neutral
23870,love,I lOve this day  No school gt studyin quietly,positive
23871,neutral,must start twitting,neutral
23872,empty,ibanezShezz i like the optimism,neutral
23873,neutral,eugenechua oh thats good I might wanna fly there and shoot some photos,neutral
23874,love,babygirlparis I hope you have fun together and the press dont spoil things  Take care,positive
23875,neutral,Had interesting WKND Sleeping Saturday amp Productive Sunday,neutral
23876,neutral,The Disco at the End of the Universe launch date is sorted  28th May London  httpwwwmyspacecomthedjtheendoftheuniverse,neutral
23877,sadness,XKirstyxo Basket Case is mine  I miss it Going to have to listen a shit load now,negative
23878,fun,Jayce_Kay planted in the garden last week ive got to check on it,positive
23879,worry,One of my kits has just brought in a mouse amp is eating it in the lobby Im sure I feed them enough,negative
23880,happiness,Ddubs_Ky_Monkey Hope u have an amazing day today Monkey U deserve it  No cheating on DEW amp looking at THE PICTURE lol Happy Bday lt3,positive
23881,worry,hey twitter im back online,negative
23882,surprise,cheryltiu yup slowly recovering it sucks that i cant eat the stuff im craving right now my gums cant take it how was your trip,positive
23883,neutral,got live last night at our  vid comin soonnn,neutral
23884,fun,RichieSosa I want someLOL  I got the coffee ha ha,positive
23885,enthusiasm,Away to the cinema tweet later may the 4th be with you all  x,positive
23886,fun,This song is a slap on you face   httpblipfm5jib6,positive
23887,enthusiasm,joonian Press Ctrl on bottom right The underscore for E71 is there  KY,positive
23888,relief,is working   I am so happy my job is a radio and not anything physically exhausting,positive
23889,fun,finally Mike0hhs birthday lt3 cant wait to fucking ruin it,positive
23890,fun,calbo i incredily love reading your tweets theyre so entertaining keep it up,positive
23891,happiness,coach says have come along way faster that alot of people  oh yeah whos the man ohh very sore,positive
23892,neutral,exam at 8,neutral
23893,love,Gulmohar Welcome,positive
23894,neutral,off out in a min to buy my new bed,neutral
23895,surprise,Watir in   httpruwikipediaorgwikiWATIR,positive
23896,love,IndigoGardens Lol Joyologist Love it  much better than the happy freak who cant stop smiling  Enjoy Monday,positive
23897,worry,shriek Bee almost flew here from window Im not afraid of spiders or zombies in my dreamsBut I run when bee is in same room with me,negative
23898,worry,FYI a lot of you people that are following me i have unfollowed a lot of you  yer kinda boring me or not really helpful to my egrowth,negative
23899,happiness,starting off my day with a little Northern Light,positive
23900,neutral,Brainberry nice one ,neutral
23901,love,I have not tweeted for SIXTEEN DAYS I miss it  Ive been having fun though D Ingrid on mon was frakking awesome  BBQ today,positive
23902,enthusiasm,Off to bed I go to dream of a world where WalMart and Liquor stores all get blown up,positive
23903,worry,michaelmknight oh i wish my dear Michael i wish,negative
23904,neutral,keino sao bo lc th em  mi xem xong Hostel h,neutral
23905,happiness,How I met your mother and Scrubs in role YEAH quotCause Im FLY,positive
23906,worry,has one more paper left,negative
23907,neutral,XLesseyX hey cup cake,neutral
23908,happiness,urbalcloud hahaha i have a secret door to the real batcave,positive
23909,happiness,Mollieandme Hello you are sooo awesome Dont ever stop what your doing haha You make me fall off my chair laughing  x,positive
23910,worry,aplusk oh good luck on the movie,negative
23911,relief,mmWine Lucky you  I face south so I can hear them and see them reflected off Phillips Point,positive
23912,neutral,Dear Mikey Robins nah youve heard it all before,neutral
23913,love,Today is a tuff daygmorning,positive
23914,happiness,unpacking my new toy arrived in the studio right now  its called TC Finalizer cant wait to check how it sounds ,positive
23915,love,Good night all  Even though its morning for most of you lol,positive
23916,neutral,I am at school  Nothing to do,neutral
23917,worry,GintareAuglyte hey  how are you  x,negative
23918,worry,iHolleeee Okaii Cool  I Cant Wait For The Series To Begin Its Guna Be Awesome  x,negative
23919,happiness,carmenparnos thanks so much for the belated followfriday shout out payingitforward,positive
23920,worry,x3f  dude they renamed it to something no one will remember amp find even harder 2 joke about Its a myth  to keep u scared,negative
23921,worry,lyssiecc i like the positivity  And no you may NOT change your carrer crazyb dog lady just isnt the same whens your maths test x,negative
23922,neutral,Ã¯Â¿ÂÃ¯Â¿Âh iÃ¯Â¿Âm gonna go in the quotbigquot house now borrow my sis guitar and play and maybe write,neutral
23923,neutral,Im new on TwitterHi everybody Suggestions for me,neutral
23924,sadness,lol if i only can sTay up a few more hours i keep missing Tilas lasT posTs ,negative
23925,surprise,nsingman i got followed by one that says she doesnt talk to quotgod peoplequoti wonder if she talks to quotgoddess peoplequot,positive
23926,neutral,good morning tweetie world  have a great day everyone,neutral
23927,neutral,Cleaning out my desk Ive found a betting slip from three months ago I stuck a tenner on newcastle getting relegated In the money,neutral
23928,neutral,No more pizza for Jamie wtg  httpbitlyDVSCA Britains got talent sure has,neutral
23929,surprise,eugenechua Tasmania devils and the mad cold Not a bad start,positive
23930,happiness,RachaelPhillips wow you really are a pretty talented lady most impressed,positive
23931,happiness,joannaboothby freeeeeeeeeeeeeeeezING nigga im so excited to see you soooooooon  lets go see 17 again AGAIN yehhaaaaaaa,positive
23932,worry,tubbyloo same with drunk guests Our jobs are pretty similar sometimes,negative
23933,worry,jonconnelly will add that It should be hard really to keep track of 500 avatars,negative
23934,love,i love his nose kisses,positive
23935,neutral,chopstock check out the Conchords Business Time,neutral
23936,love,Man on Wire every bit as amazing as the publicity and reviews suggest Very very strongly recommended even for vertigo sufferers  ,positive
23937,love, TheRealGinuwine  thx for ur msg so awesome  luv the new single xoxo httptrimkpDW,positive
23938,neutral,hoganfe i agree,neutral
23939,neutral, on wednesday green day will perform their new single quotKnow Your Enemyquot at TvTotal  httptrimkpDX,neutral
23940,fun,Going home see you at night in local time,positive
23941,happiness,lol  kalaharinet marketing  quotmay the 4th be with youquot,positive
23942,neutral,lizajbeck You did know you just couldnt remember,neutral
23943,happiness, borgellaj  you know what Theyre YOUR CATS,positive
23944,neutral,Oky So the grandperents just went out cause my Granda is going to drive  he missed it when he was in hostipal,neutral
23945,neutral,Eating Toast  Peanut ButterYum,neutral
23946,neutral,_Flik_ Good one   Might think about it for this years NaNoWriMo competition,neutral
23947,surprise,Star Warz day Reallythat is a hot topic Manoh man Im just waiting for Star Trek,positive
23948,happiness,i have a feeling today is going to be amazing,positive
23949,worry,andycroll can you repeat what was bad about singapore pools website please,negative
23950,worry,cnn Any others jobs like this available Sounds like a great experience Direct message if you know of any others,negative
23951,relief,MandyyJirouxx red eye huh   yikesget back safe   missin ya punk,positive
23952,empty,Twinklybird Ace  the exams,neutral
23953,relief,varunshridhar Lets leave the nervousness until tomorrow,positive
23954,neutral,EllaPaigeBabe It would be amazing if we could meet us in Germany I have been to Germany twice,neutral
23955,neutral,just watching ncis complete first season,neutral
23956,love,Peircy oh you are too kind,positive
23957,neutral,JamesMackney awww rusks are good for tummy aches though p try fennel or camomile tea  works or obviously try ,neutral
23958,happiness,Gonna head into the shower now  Going to a friends birthday party ,positive
23959,neutral,publicvoid_dk No problem,neutral
23960,neutral,scottcmusic I was in row P but i tried to run down to the front in Corrupted and  i could see you singing away,neutral
23961,neutral,gettin ready for school my new converse come in today,neutral
23962,relief,GregorBenjamin yeah nothing like the heat of home,positive
23963,love,JamaicaPanama Im here if ur here for me,positive
23964,neutral,Rcss Me too,neutral
23965,worry,900 cheque to cash tomorrow why I didnt get it in the bank I have no idea Feel safe to get the 500D now though  woooo,negative
23966,neutral,ChontelleBourke I will try But I dont care what my mum says,neutral
23967,happiness,Joerup I think itll be more like a casual attendance instead of a review as there might not be another issue of felix by then  Thanks,positive
23968,happiness,Rliversidge Great stuff cant wait to hear it,positive
23969,happiness,Andph112 hope you enjoyed your holiday,positive
23970,fun,graemeskelly LOL biking is manly,positive
23971,relief,yay my research paper is finally 4 and a half pageslt3 not going on bus was not bad after all,positive
23972,hate,kg86 Thanks  The elephants look magnificent This is what we miss due to stupid restrictions  3G pleease and cheap,negative
23973,neutral,jackiemarsh hugobrown many thanx guys,neutral
23974,fun,httptwitpiccom4jcjj  Boagsie actually is still this small lol  him at 4 years old,positive
23975,happiness,m3nny5 iye nehkurang tidur kayaknya pulang pagian deh hari ini tidur langsunghaha Thanks,positive
23976,love,Rapetzel Haha Thanks Its the inane grin from grading Some students have been really fascinating this semester,positive
23977,neutral,AKAVirtualPA httptwitpiccom4bckp  that should answer part of your question,neutral
23978,sadness,Howby26 hm sorry to hear that well keep holding on my break is over ill go take a nap now,negative
23979,neutral,Thx Robban  httpwwwskgamingcommatch17905,neutral
23980,love,Because I love my job,positive
23981,relief,youcanknowgod thanks man I really appreciate the kind words,positive
23982,relief,imagined learn learn we can learn together,positive
23983,love,Happy Star Wars Day everyone  Whats everyone up to this rainy bank holiday  I am heading out soon for coffee with my mum then shopping,positive
23984,neutral,This Twittername is hosted by TwitterFridge Email us if you want us to open the Fridge  Check wwwtwitterfridgecom,neutral
23985,enthusiasm,Good Morning Twitter community I just got finished eating a delicious stack of pancakes courtesy of my Mom and Bisquick,positive
23986,neutral,ya i walked into the wall thats why i have a plaster on my neck,neutral
23987,neutral,thewrongirl y sololoy son amor,neutral
23988,neutral,_Cantus_  all i hear is coffee brewing at my end,neutral
23989,sadness,Hard to start the week after a long fun sunny weekend of tennis free food and drink and very nice people 5 days to go until next round,negative
23990,worry,kicking back at home,negative
23991,happiness,jocelynseip Thank you  If you like please leave a comment and Subscribe   Chicago another great musical  Thanks for your support,positive
23992,neutral,im seeing the hannah montana movie again today,neutral
23993,happiness,Looking forward to Cambridge on the weekend and shopping with Ilze,positive
23994,love,Is Going To Buy A Wacom Today  Goood Times,positive
23995,surprise,MissxMarisa haha someone with an axe just popped up at you Scenie what did you do,positive
23996,sadness,Right I must be off to do some sewing Bye x,negative
23997,happiness,Score two days I get more food stamps good cause i want a safeway pizza,positive
23998,love,MicheleCatahay id prefer quotobservationally insightfulquot but call it as you see it  my ice creams just too fancy tonight,positive
23999,worry,Watched Australia last night and got to say bloody fantastic film with the added bonus of Hugh Jackman  definitely a got to see movie,negative
24000,hate,girltrumpet yeahh  idk if i like owen anymore though i kinda lost respect for him in an episode i recorded,negative
24001,surprise,bencollieruk No because why would it say quotNew gift servicesquot on the page HA,positive
24002,love,ovidiunegrean thanks nice app  i will take a closer look,positive
24003,love,cosmicmother some great stuff on website today,positive
24004,worry,is going for morrisons breakfast with my boy today  wooooooooooo,negative
24005,neutral,Supernatural at 930pm on Ten Counting down,neutral
24006,happiness,Good morning Who wants breakfast,positive
24007,sadness,up late last night   Oracle from 8 to 430,negative
24008,worry,theblowups just be careful you dont dunk too long,negative
24009,neutral,sorchasilver Yum Thanks  Just getting dressed and waiting for my washing to finish so I can hang it up  Ill text you when I set off,neutral
24010,neutral,Zaida Masson Ill give you the link its quite handy,neutral
24011,love,Mennard You are very sweet my everyday hero friend,positive
24012,neutral,therealchloe np  so how are you  x,neutral
24013,sadness,mshady courgette,negative
24014,love,cali3d congratulations I hope you have an amazing day,positive
24015,neutral,KimEl Not enough time for Disney World might just have to watch the Disney channel instead,neutral
24016,neutral,Feego16 Until twitter brings back our EVERYONE button you can access the public timeline at httptwittercompublic_timeline,neutral
24017,love,retrogrrl Well thank you,positive
24018,fun,ahah oh yes i forgot they need to earn money maybe we could get them jobs as checkout chicks if twitter takes over,positive
24019,worry,minnaryyni Heh aye I should have investigated properly first before asking  Does seem like its not the most obvious thing though,negative
24020,neutral,AmyFroebel Nope Just come back to CT,neutral
24021,fun,Morning everyone Going to a gig now then a run Update you all later,positive
24022,relief,AlanCarr hmm Have to admit was a good episode and his man bag was rather fetching,positive
24023,neutral,laflour good suggestions thanks,neutral
24024,worry,aworldinside ngl my favourite thing about wikipedia sometimes is that it makes wookiepedia such an easy pisstake,negative
24025,worry,EllaPaigeBabe hey im back  i replyed xxx,negative
24026,neutral,WayneLiew just need to know what to be cautious about  being cautious is good,neutral
24027,neutral,may the 4th be with you,neutral
24028,surprise,Just opened a facebook account Im a little confused I dont really get it Twitter seems much better,positive
24029,surprise,aussie_ali  really  im in greensborough but prev bundoora,positive
24030,neutral,just finished designing her multiply site,neutral
24031,neutral,morningsteppa  yeah big chill here too good foods good music great weather  have a cool day Bro,neutral
24032,sadness,hey everyone guess what ROONEY ISNT COMING TODAY,negative
24033,happiness,Going shopping  Then Sunday dinner round two p,positive
24034,neutral,she distracteded me in fb chat  yays,neutral
24035,surprise,happy star wars day,positive
24036,fun,dan_pentagram trip with school get to go see a west end show and loads more stuff its gonna be great,positive
24037,enthusiasm,add me on myspace wwwmyspacecompwnage_org  gt pcFOpc,positive
24038,love,switchfoot loving your music  had a good recommendation from someone who knows his stuff,positive
24039,worry,If I could only update my status in just one place,negative
24040,neutral,I think both Josiphina and Jacqui have killed there tweetdecks or overspammed like SOMEONE,neutral
24041,fun,Happy Birthday to my Whore,positive
24042,sadness,kixxa Im somehow totally distracted by that shirt  I dont even know whySuddenly hes like the guy next door,negative
24043,love,first trip home since diwali But before that a couple of days in saddi dilli,positive
24044,surprise,finally shifted from Twhirl to TweetDeck so I can filter through my close friends updates  happy monday peeps,positive
24045,enthusiasm,schoool time not doing much this week  about 20 more days of school and its time for NYC  cant wait for the last day of school,positive
24046,worry,ColinMackay I think I left my conference feedback sheet in my bag Oops Just say Excellent for everything  Found out about it from you,negative
24047,sadness,Is babysitting 3 dogsthey are all over the place,negative
24048,fun,just got up  Wheres the sun O,positive
24049,happiness,yay sing it loud wed fall out boy all time low and cobra starship on friday  WIN,positive
24050,surprise,xojennielynn or lauren_ohh i think one of you should give a ride please,positive
24051,fun,sillyyak11 haha well have fun at school Im gonna be sittin at home with my italian restaurant by my side,positive
24052,happiness,httptwitpiccom4jdkq  Got a new belt  its a sheriff star,positive
24053,neutral,hubermanuela  hey girl whats up what r u gonna do today,neutral
24054,neutral,nsingman haha  yes theres a lot to be said for nekkid religion,neutral
24055,sadness,DaveWares working my 4day weekend is over aah well another one coming in 2 weeks,negative
24056,worry,aussie_ali  that wretched Blue nun has you in her clutches Miss Ali  S L O    W  down,negative
24057,relief,jeffmello I did sales training for a couple of the papers They paid my bills for a bit,positive
24058,neutral,tommcfly im so glad,neutral
24059,empty,trishaelyca  not really all in all if im not mistaken mga less than 1k each lng ang gastos namen,neutral
24060,neutral,daryllorette Your welcome,neutral
24061,relief,DinaRoberts thanks,positive
24062,neutral,off to school the home for some AP studying,neutral
24063,love,Cooking microwave pizzas yummy,positive
24064,worry,School can blow me He looks nice today thoughh,negative
24065,surprise,Booooooom I love how Alex Pardee colours his picturs so differnt,positive
24066,neutral,by Ginaaaaaaaaaaaaaaaa with Ilonaaaa,neutral
24067,relief,Alhamdulillah PFP exam was alright Its Strategic Management time,positive
24068,neutral,ninjastalk HEY BABEE  LOVE YOOOOUUU gtlt RP time,neutral
24069,neutral,Early morning RampB   httpblipfm5jimj,neutral
24070,enthusiasm,jeffparks That would be most welcome,positive
24071,love,OxygenOverdose awesome have to take a look at them when im home,positive
24072,happiness,FONEJACKER12009 haha I do not know how to work blip apart from the obvious thanks for reblipping my song  have a nice day xxx,positive
24073,love,sweet19 awesome lemme see when youre done,positive
24074,neutral,i am leaving now  to go to lilmarshmellows house p,neutral
24075,worry,Goodmorning world,negative
24076,relief,gunna spend today with my sexy best friend,positive
24077,love,is wishing after watching those videos that it will be FREEZING next weekend so she can bring Edea out again without dying,positive
24078,sadness,sorry mum will treat you well from now on,negative
24079,neutral,jelnora Nothing like alone time with your handheld device,neutral
24080,neutral,Heading into Glasgow for a rehearsal for my upcoming show,neutral
24081,fun,rylie023 i think youd look cute in the beanie hat,positive
24082,relief,gingerying if you decide to take a break on your paperthe link is a perfchoreo cuteampcheesey but enjoyable   httptinyurlcomddnqv5,positive
24083,happiness,cassiewho haha no problem its fun isnt it,positive
24084,fun,Mmmm holiday commercials really ARE nice,positive
24085,love,Im dying to see the reaction on their faces   its going to be FUN gedan begad,positive
24086,worry,Neglecting the boy apparently Im outro for real life,negative
24087,happiness,Ive just realised  400 FOLLOWERS YAY  xx,positive
24088,sadness,My Life Would Suck Without You  Kelly Clarkson,negative
24089,fun,Prodigy702 haha FINALLY   hiii friend ,positive
24090,neutral,Taking the day off and doing absolutely nothing    Studying begins on the morrow,neutral
24091,relief,tintinex Morning  Glad to hear about your happy news,positive
24092,happiness,OceanCity thank you  we had a blast,positive
24093,love,Also love and Light to everyone else who I have not been able to fit into my last tweet  Thank YOU All,positive
24094,empty,vavroom Im the heir to the over draft,neutral
24095,empty,Up way way way to early this amthanks shane_benson,neutral
24096,enthusiasm,Goodmorning world,positive
24097,worry,girlgamy you can also watch Family Guy online wwwfancastcom  And yes I am a total shill,negative
24098,happiness,xoxokimmie good morning,positive
24099,love,I like Rio Ferdinand  when hes wearing an England jersey,positive
24100,surprise,Devinwade heyyyyyyyyyyy Look who it is,positive
24101,neutral,bryanboy Congratuations Sweetie,neutral
24102,worry,iantalbot Youre still welcome  the doors wide enough for your zimmer frame,negative
24103,neutral,AllEarsDeb Ditto that for me  Staying inside warm and dry today,neutral
24104,fun,cmykara Something like that,positive
24105,surprise,johnlacey had someone tell me tonight quotthere are only 2 states to be in QLD and Pissedquot,positive
24106,happiness,supernatural tonight  yay,positive
24107,surprise,typicalhigh Yay me  But what in particular,positive
24108,neutral,Jeewilikersyou should call school and tell them you have swine flu so we can have the day off,neutral
24109,love,aww jon ryan bob and greta in one picture how adorable  and it brightens my morning ty jon walker,positive
24110,neutral,robluketic Youre not kidding when you say you have to be fast are you  I was there like 5 seconds after your tweet nothing,neutral
24111,happiness,Soon my new job starts  Im so happy,positive
24112,surprise,Sazchik  I read somewhere they were restoring the name hope it happens soon,positive
24113,relief,Wrong anambanana thanx  your THE awesome httptinyurlcomddqpoa,positive
24114,love,Thanks for the follow Doug I like that hat,positive
24115,love,LJCharleston  Thanks darling girl   xx,positive
24116,happiness,School  Im arrange for the design of the blog to a friend I think its looks good  httpxoxoeternitybloggno,positive
24117,empty,is making breakfast ,neutral
24118,love,realoomph leuke droom Dat werd dus standup comedy,positive
24119,neutral,school then the used concert tonight,neutral
24120,love,I feel funny Hmmp better be an amazing fucking day why not  I LOVE HOW I KNOW SAMMY ROVIN GOT A TEXT ABOUT THIS TWEET lt3333,positive
24121,love,JennaFBN Yay I love it when you host Money For Breakfast Jenna Lee  4hrs of you the amazing and so pretty and sexy Jenna Lee yay,positive
24122,happiness,tobinharris brilliant Best tool of the year,positive
24123,love,my mum thought that my brother laughing was the cat about the throw up smooth,positive
24124,sadness,Just a couple thoughtswas bored this morning,negative
24125,happiness,HAPPY STAR WARS DAY EVERYONE  any excuse for a few drinkies eh,positive
24126,happiness,waitin for dr dee had lunch with my beautiful lady  before that i was on the gym   yeah need to loose 10 more  ,positive
24127,worry,Good morning twitterland Happy Monday,negative
24128,happiness,GoodMorning My Fathers going balistic and Id say more but Id rather not get beat so Have a Good Day and please text me,positive
24129,happiness,Off to a wedding,positive
24130,neutral,My hair actually looks kinda fierce today wth Listening to U2 makes me happy,neutral
24131,happiness,Finally started Twittering got to keep up So downgrade from full colour pictures etc to simple small sized text messages,positive
24132,love,greggrunberg Just discovered your Band from TV you guys are really good Love the music,positive
24133,neutral,BrianNeudorff Good morning   Been here since 4am just quiet  How are you,neutral
24134,neutral,gotta share this   httpbitly19OL1b,neutral
24135,enthusiasm,j3nn1e ooh good  im starting with the hardest one gonna be at it all day ive locked my door and im only leaving for food and toilet x,positive
24136,love,had a great weekend in Stuttgart at the befahconference Wonderful people nice discussions and lots of fun Together were strong,positive
24137,happiness,monicafrancesca congratulations woootwoooo  ginoboi great game  nakakahyper kayo,positive
24138,happiness,Oh also today we must remember that it is Hoppusday So happy Hoppusday  Yes I said it yesterday but it changed okay,positive
24139,neutral,Dear intertweet plz 2 hack up a spotify plugin for Songbird The SDK exists already Just needs code,neutral
24140,worry,Still Doing Grench paper and still getting distracted,negative
24141,happiness,Another HD  my lecturer was gob smacked by how good our presentation was,positive
24142,happiness,sweetemmaxxx i love the cheesey ones and the cool orignal ones     skips i have when my brother has them got to try them u c haha,positive
24143,neutral,limyh No problem Im just sharing the whole list to you,neutral
24144,empty,me knows what to be tested on all the exam subjects except for english damn davis,neutral
24145,worry,cbear80 indeedy weather crappy then god now pity its dark O hopefully it stays dry,negative
24146,happiness,weather starting to be better  So just SHINE ,positive
24147,surprise,m_mazur Hahahaand I who actually thought you just were popular,positive
24148,love,I love being able to run my tongue along my teeth,positive
24149,neutral,i got baby g wach its zi same as the 1 lady gaga wears in eh eh film clip but in pink I LOVE YOU KAY thanks a heap  i win olivia,neutral
24150,neutral,eating kfc fries,neutral
24151,surprise,jeffinator today was my first day,positive
24152,love,TrIsHa87 dan humphires is the most adorable human being ever   i lt3 lt3 lt3 him,positive
24153,happiness,sitting on chloes little trike thingo its a girraffe  ill most probobly get yelled at with in the next minute or so ohhh well,positive
24154,happiness,is busy creating a new logo for my  site,positive
24155,happiness,AmyyVee aww that was a really great blog  thanks for the mention  hi form the philippines h ,positive
24156,relief,Another nice day again Working in Goderich today so I can walk amp enjoy the weather,positive
24157,happiness,got alot of runnin around to do today to get this job app completed so they can have it on file so glad i got this job,positive
24158,fun,misslazarou Bom apetite,positive
24159,neutral,rustyrockets ets genitals are in his magic glowing finger,neutral
24160,neutral,rearry rip Youd never guess what i ate,neutral
24161,happiness,tranced1 yes mate on Friday,positive
24162,surprise,stephjacko hey you know the trailers before hannah montana is there a jonas brothers 3D concert experience trailer  x,positive
24163,relief,ah A clean housefinally so nice,positive
24164,neutral,Early Mondaygreat  Rainy Mondaynot so great ,neutral
24165,relief,Up and around a little earlier than I wanted to be phone rang 530 AM  Exercise is a good way to start the day right,positive
24166,neutral,Falcon1991 Link ,neutral
24167,worry,Goood Afternooon,negative
24168,surprise,nvm lexis playlist is working its magic,positive
24169,neutral,At the airport waiting,neutral
24170,relief,MattCohenIII it could be worse  so u usually a nite owl,positive
24171,neutral,new super power camping place gt 24 hr MAC  Springleaf Tower  still eating my fries,neutral
24172,neutral,IdeasCulture w00t have a red wine now,neutral
24173,enthusiasm,Good morning in Twitterville Off to work I goChat  all of u later,positive
24174,enthusiasm,MicaR think so but my boss is in Switzerland all week going when she returns  ira gonna be awesome,positive
